fid,geo_point_2d,nom,epci,legende_sdic,geo_shape
505,"45.265247373164016,5.911365082960196",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.911365082960196,45.265247373164016],[5.910848786407159,45.26479144538704],[5.912828919271282,45.263642589762206],[5.911758577182566,45.26320940865482],[5.91283589445151,45.262606971933884]]]}"
506,"45.26436507494248,5.900294831721181",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.900294831721181,45.26436507494248],[5.900300031320578,45.265039700346136],[5.900888086434565,45.265431805137794],[5.902721030152438,45.26635638719546],[5.903109627976302,45.266559696413495],[5.904729358728868,45.267072806916204],[5.905785106799012,45.26705828498464],[5.906820221356385,45.26689854349201],[5.908278322925574,45.26695663135952],[5.909763935845125,45.267421332159714],[5.911359594166124,45.26842817084256],[5.912019866574815,45.269473715187516],[5.912432536830245,45.2705579630547],[5.914083217851968,45.2717583561763],[5.913698058946898,45.27218429601995],[5.915953989676589,45.27624992454675],[5.916727746405518,45.27703397654531],[5.917687204749397,45.27762442830664],[5.918842681464604,45.27737276109408]]]}"
507,"45.27737276109408,5.918842681464604",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.918842681464604,45.27737276109408],[5.919864040346792,45.27886822871667],[5.920084131149689,45.27946834056431],[5.920166665200775,45.27985550612989],[5.919753994945341,45.28008780420114],[5.920799426259101,45.28488841807302],[5.921267119215255,45.286998236795604],[5.921789834872137,45.28815957141421],[5.922890288886618,45.289069266924756],[5.926494275784047,45.29117893014763],[5.928777717864098,45.29324980763045],[5.929603058374958,45.29295950226014],[5.932189125308991,45.295030314726965],[5.932656818265146,45.29578507803768],[5.933152022571663,45.300565012390386],[5.933344602024199,45.30135840379536],[5.933757272279628,45.302151784097994],[5.934472567389041,45.302809700806144],[5.935958180308592,45.30408681144438],[5.938681803994437,45.30625396366247],[5.941102802826298,45.30826624511073],[5.942285790891869,45.30948518855226],[5.942836017899108,45.31149735529199],[5.943386244906351,45.31250341187365],[5.94525701673097,45.31482501274895],[5.9448718578259,45.31517324467736],[5.946062412214665,45.31554549506188]]]}"
508,"45.232303685617076,5.823262632724763",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.823262632724763,45.232303685617076],[5.823477932937353,45.232296280904144],[5.823883737546988,45.23288288191829],[5.824428370049398,45.23323634370863],[5.825859365251801,45.23236396594555],[5.825902081526497,45.23176231830677],[5.82629720706746,45.23124339210257],[5.826852518638541,45.23092000091229],[5.827493262759019,45.230867355660656],[5.828152631985049,45.23074986900981],[5.82939275359664,45.23002516163753],[5.830659260774433,45.22918894934105],[5.830975887568881,45.22865005045347],[5.825540460930852,45.22578822592628],[5.824194797054446,45.22446876479326],[5.827097209336888,45.220305757110786],[5.825223834136403,45.21846575925914],[5.824590580547504,45.218521517644646],[5.823664550513748,45.218172211662875]]]}"
509,"45.22961513637239,5.830013522966233",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.830013522966233,45.22961513637239],[5.830397969438518,45.22988588882643],[5.830291178751772,45.23009647317681],[5.832790080821639,45.232036820832015],[5.836164666522827,45.23432303693325],[5.83817233143366,45.23549619106775],[5.840308145168589,45.23684980035964],[5.842956554199903,45.238083060753674],[5.84416790763016,45.236750433206055]]]}"
510,"45.43181403608895,6.021677673228281",,CCLG,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[6.021677673228281,45.43181403608895],[6.020688230293623,45.43199097418841],[6.020014106806837,45.432250548470535],[6.019579951664145,45.43235601082482],[6.01997236112004,45.43254349896811],[6.020431563674812,45.43305908815056],[6.021531562521925,45.43473325577137]]]}"
511,"45.43305908815056,6.020431563674812",,CCLG,"Niveau 2 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[6.020431563674812,45.43305908815056],[6.019412968916959,45.43327586855932],[6.018861925851232,45.43340476462384],[6.017709744895622,45.433779733319476],[6.015998171736928,45.43391741651202],[6.013785650336668,45.43414591128179],[6.013167814172064,45.434403699142116],[6.012796277559568,45.433683061940975]]]}"
512,"45.43366035879016,6.012892292639202",,CCLG,"Niveau 2 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[6.012892292639202,45.43366035879016],[6.015699857512364,45.43308270291895],[6.018143900038315,45.43254935796252],[6.019579951664145,45.43235601082482]]]}"
513,"45.20975665573462,5.897653487431358",,CCLG,"Niveau 3 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[5.897653487431358,45.20975665573462],[5.897962796990687,45.21318867752386],[5.896261594414371,45.21395132090769],[5.89649357658387,45.21585788462311],[5.899509344787336,45.22016103632986],[5.898736070889012,45.221686125858255],[5.89904538044834,45.22244865528163],[5.897266850482194,45.22114145572284],[5.896648231363534,45.2217405925848],[5.897808142211022,45.22304777836815],[5.898581416109344,45.22495403709339],[5.897730814821188,45.22647899805121],[5.898040124380519,45.22789499659626],[5.89773081482119,45.228711902788575],[5.898117451770353,45.229202040868564],[5.897498832651692,45.23099917766814],[5.896570903973702,45.23154375335854],[5.894715046617725,45.231053635471994],[5.894096427499065,45.23154375335854],[5.894173754888897,45.232523976451944],[5.892859189261747,45.23301408165885],[5.89432840966856,45.23470218946472],[5.894483064448227,45.23655360488381],[5.896802886143201,45.2402018057783],[5.897962796990685,45.24227083054597],[5.895333665736383,45.2410729832851],[5.894096427499067,45.23938506473396],[5.892085915363422,45.23813270566363],[5.890926004515935,45.237588193110405],[5.888528855431129,45.23573681139919],[5.887214289803978,45.23415764403844],[5.886209033736158,45.23393982440692],[5.885049122888671,45.23285071372619],[5.883966539431017,45.2328507137262],[5.882562439001552,45.234007470723014]]]}"
514,"45.27473710840756,5.925867055694068",,CCLG,"Niveau 3 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[5.925867055694068,45.27473710840756],[5.926960568177848,45.27422224678671],[5.928507115974497,45.27471199227055],[5.929280389872822,45.27563705554183],[5.932528140245783,45.2777592025379],[5.935002616720419,45.27873862822993],[5.937399765805225,45.281404756962395],[5.938946313601873,45.282003258438465],[5.938559676652713,45.28091506924042],[5.938327694483216,45.28020773506939],[5.939255623161204,45.2798812701701],[5.941266135296845,45.28080624917272],[5.940570188788358,45.279228334736224],[5.938173039703551,45.27710624268437],[5.938327694483217,45.275800300436096],[5.937013128856065,45.27416783036094],[5.936317182347572,45.27199113054372],[5.938946313601873,45.27449432813285],[5.941420790076511,45.275745885523534],[5.939874242279863,45.27367808018102],[5.939255623161204,45.271882293361344],[5.942890010483329,45.270685070580036],[5.945364486957967,45.270467390997396],[5.947916290822437,45.27084832971913],[5.951396023364896,45.270467390997396],[5.953638517670037,45.26975992658808],[5.957814196720988,45.27030413076257],[5.960056691026128,45.2701408700581],[5.961061947093948,45.270358550893015],[5.962299185331268,45.26981434724034],[5.968330721738197,45.26970550588365],[5.966474864382221,45.2709027493278],[5.964464352246576,45.27084832971913],[5.962299185331267,45.27226322258652]]]}"
515,"45.43473325577137,6.021531562521925",,CCLG,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[6.021531562521925,45.43473325577137],[6.021898924565743,45.43501447590647],[6.021230993576984,45.435506607770755],[6.020112209170811,45.43601045261413],[6.020195700544407,45.43667833303063],[6.019143709237112,45.43860576815306],[6.018951679077846,45.43899241894216],[6.018876536841609,45.439326342491455],[6.01876282048351,45.43978014512749],[6.018821850343524,45.44044284211069],[6.019043212318571,45.441074467927926],[6.020179537123819,45.44246194899431],[6.022599761384344,45.44157147999329],[6.025256105084921,45.44108482239059],[6.027440209905394,45.44048426041369],[6.027897691320494,45.44032894162061],[6.029255378100787,45.439666243299634]]]}"
516,"45.34247416186264,5.969532316882391",,CCLG,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.969532316882391,45.34247416186264],[5.971243185382435,45.341842328942334],[5.971692650835835,45.341567173692404],[5.973331024907909,45.34123087101537]]]}"
517,"45.16726319932084,5.749742475215112",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.749742475215112,45.16726319932084],[5.746933685433608,45.16879535963966],[5.744874921141587,45.170004906082454]]]}"
518,"45.168050147665284,5.750045843109044",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.750045843109044,45.168050147665284],[5.75228647259286,45.166630207368726]]]}"
519,"45.41244059044045,6.005717765798947",,CCLG,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[6.005717765798947,45.41244059044045],[6.007084430569784,45.41522022622436],[6.008592314671517,45.41784601023666],[6.008708305756266,45.41861947371902],[6.008360332502018,45.420390258111574],[6.008128350332521,45.42209992827765],[6.008621312442703,45.422405221073724],[6.008070354790147,45.42663844434886],[6.009114274552886,45.42649598526574],[6.009810221061377,45.425763332873515],[6.009346256722385,45.4266180930733],[6.008331334730832,45.42920264636718],[6.007867370391838,45.43015910459241],[6.00815734810371,45.43117659555008],[6.008262889965529,45.43236227430573]]]}"
520,"45.42083110996313,6.012858298792824",,CCLG,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[6.012858298792824,45.42083110996313],[6.011318105163113,45.4211026269724],[6.011260109620738,45.42173357474321],[6.011202114078364,45.4230972119663],[6.009955209917314,45.42490855973094],[6.010042203230875,45.425437706535796],[6.009810221061377,45.425763332873515]]]}"
521,"45.43573220516982,6.002507267721812",,CCLG,"Niveau 2 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[6.002507267721812,45.43573220516982],[6.00342980521958,45.43879018432724],[6.003331937741824,45.442612726877904],[6.001545856273037,45.44403610001408],[6.000632426480639,45.44614176807708],[5.998675076925506,45.44783540057138],[5.995151847726262,45.44778962738875],[5.992411558349073,45.445912894920966],[5.992020088438045,45.44403610001408],[5.991759108497364,45.44229657581053],[5.989630490856099,45.44004913412753],[5.984582160128534,45.438176436115185],[5.980887662843304,45.43647822153851],[5.978522532130883,45.43502461227537],[5.978212618451328,45.434532436874385]]]}"
522,"45.364063740124706,5.955538603577554",,CCLG,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.955538603577554,45.364063740124706],[5.954909722504141,45.36424784462887],[5.952259102023416,45.362096079298105],[5.950997123410317,45.361257317070354],[5.950943316708697,45.361195869012114],[5.950796162468141,45.361248920203224],[5.95021679079853,45.36124296548015],[5.949705217941316,45.361420524225565],[5.949495657975713,45.36122131193649],[5.948965594533294,45.36143351630703]]]}"
523,"45.20594949550767,5.772252653471827",,GAM,"Niveau 3 - Itinéraire de desserte
locale","{""type"":""MultiLineString"",""coordinates"":[[[5.772252653471827,45.20594949550767],[5.772733465766525,45.205860983888066],[5.772861019712532,45.20568723570027],[5.77252937945291,45.2047286154679],[5.772189235596886,45.20454887237592],[5.771593983848843,45.20445900061695],[5.77140690472803,45.20421335041809]]]}"
524,"45.24483946409967,5.8483087101178",,CCLG,"Niveau 2 - Itinéraire du
réseau principal","{""type"":""MultiLineString"",""coordinates"":[[[5.8483087101178,45.24483946409967],[5.847747114978333,45.245292985626854],[5.847587799328773,45.24559407186374],[5.847306711328427,45.24570641925309],[5.84644221527491,45.245166658085346],[5.847371956313598,45.24437423346258],[5.847486135037648,45.243834459636965],[5.846246480319397,45.24360476709181],[5.845284116788123,45.24307647071357],[5.844267190716984,45.24288247257454],[5.84567255828919,45.241907582225295],[5.84632528996784,45.24102273728945],[5.846985195727942,45.24028248340113],[5.847838234795192,45.239305789656925],[5.847005595166887,45.238712730850864],[5.844693685502179,45.23768115746537],[5.84416790763016,45.236750433206055],[5.846082178408871,45.23392000683064],[5.849184854596303,45.23432691534597],[5.850550517066087,45.232865202580044],[5.850472972088739,45.23199595504201],[5.851329804028854,45.231321261888795],[5.852030045517695,45.23094085041409],[5.852488435372623,45.23051805468295],[5.852883228858955,45.230193637306236],[5.854333112421888,45.22934071661689]]]}"
525,"45.150763740139986,5.8371089678134",,CCLG,"Niveau 3 - Grésivaudan : itinéraire sur RD
(à étudier)","{""type"":""MultiLineString"",""coordinates"":[[[5.8371089678134,45.150763740139986],[5.838469543237496,45.152474889229076],[5.838650953294043,45.1532904655754],[5.839240535977818,45.15369025363914],[5.839399269777297,45.154233960905046],[5.840318632692411,45.15518492097476],[5.840873226486736,45.15530536886396],[5.842087380743736,45.15499302808719],[5.842404848342691,45.155216903059866],[5.841689571741192,45.15572113369155],[5.841407093031687,45.156336264730676],[5.840409337720683,45.156847965599795],[5.840817510347911,45.15764748900886],[5.840227927664135,45.15809521721779],[5.839910460065179,45.159086602875284],[5.838537572008701,45.16061413795702],[5.837585169211832,45.16125371530573],[5.836904881499785,45.16210114423388],[5.83555661870807,45.163147905969026],[5.834921683510158,45.16413920371167],[5.83528450362325,45.16433106579855],[5.836428680101351,45.164067770345895],[5.837733539386623,45.1633077938684],[5.838640589669358,45.16333977139442],[5.840273280178272,45.16263626167557],[5.841633855602369,45.162348459741224],[5.844264301422292,45.16074953363099],[5.846169107016026,45.16036578468746],[5.8481192651239,45.15876680293496],[5.848968650260113,45.15875932304481],[5.849525193062131,45.16065359663742],[5.851157883571049,45.161421088062795],[5.851838171283097,45.16276417317971],[5.850659005915548,45.16305197301401],[5.848482085236992,45.16471478803379]]]}"
